书名,价格,作者,出版社,好评率,简介
“十二五”高等教育规划教材：政府与非营利组织会计,33.10,初宜红、王翠春、朱海妮,中国经济出版社, 90%,
中级财务会计训练教程,23.30,刘超宇,哈尔滨工业大学出版社, 100%,
服装制版・提高篇（第二版）纺织服装高等教育“十三五”部委级规划教材,43.70,张文斌,东华大学出版社, 100%,
国际金融,25.20,李丹捷、白玮炜,对外经贸大学出版社, 100%,・体系构建高屋建瓴，内容讲解细致全面 ・知识梳理脉络清晰，概念解析面面俱到 ・实务理论**融合，拓展阅读开阔视野 ・章后习题巩固提高，配套课件方便教学
VisualBasic程序设计教程（普通高等教育“十一五”规划教材）,26.10,倪飞舟,水利水电出版社, 100%,
高等数学,18.40,赵新敏,天津大学出版社, 0%,
畜牧工程概论（农经专业）,32.00,张建新,中国农业大学出版社, 0%,
设计素描,23.30,王昕、高丹杰,天津大学出版社, 0%,“设计素描教学”是师生共同参与和探求知识的过程，它呈现的是原声的、动态的思维与实践的发生过程，而不是特定的知识体系的载体，它具有开放性和灵活性。课程目标不完全是设定的、不可变革的，而是可以不断调整的。由王泽旭主编的《设计素描》共分4章，分别从素描的原本、眼中的造型、造型语言和情感表现这几个方面培养学生的观察能力（即发现事物客观存在的细微之处）和创意想象能力（即主观提炼的观察方法）。
中国旅游业普通高等教育“十三五”精品教材--旅游开发运营教程,85.30,林峰,中国旅游出版社, 0%,
材料物理性能,25.20,王振廷、李长青,哈尔滨工业大学出版社, 100%,
国际商贸英语实务,34.60,,西南财经大学出版社, 0%,
VisualBasic程序设计应用教程习题及实验指导(普通高等教育“十二五”规划教材),20.90,刘利、汪华斌,水利水电出版社, 0%,本书特色 实用性强 本书结合教学和实验的特点，根据教学内容设计丰富实验内容的同时，详细介绍VB程序调试技术和错误处理方法。所设计的实验具备实用性和趣味性等特点。 丰富的习题 本书按章节汇编了大量的选择题，内容涵盖VB课程的主要知识点。其中大量题目选自近十年的全国计算机等级考试-级vB考试试卷，有助于读者加深对VB课程的理解和掌握，且可用于读者参加各类考试的练习准备。 实验内容设计合理 实验内容的设计除考虑涵盖VB课程的主要知识点外，还对部分题目设计了思考题，有助于读者开拓思维，进一步提高编程能力。
设计色彩表现：物象,47.50,邬海清,东华大学出版社, 100%,本书通过侧重运用物理学、生理学、心理学和美学的相关知识来综合分析色彩的规律性和理论性，激发学生对装饰色彩、构成色彩和抽象色彩等造型规律的研究。通过多种教学模式（如装饰色彩、色调练习、色彩归纳练习等）来诠释设计色彩课程。*终让学生们能够以包容性、多角度性来建立未来的设计色彩思维，掌握运用设计色彩的能力，并*终达到设计色彩课程的根本目的。 **章 色彩基础原理 一、色彩概述 二、色彩的调配 第二章 静物水粉技法 一、水粉画材的选用 二、观察分析与塑造方法 三、色彩静物构图 四、色彩的表现方式 第三章 静物色彩训练 一、色彩调性训练 二、装饰色彩 三、装饰色彩练习 第四章 优秀作品实训 一、写实色彩静物 二、调性训练 三、装饰静物 四、材料静物 五、个性训练 第五章 设计色彩在现代设计中的运用 一、环境艺术设计 二、
C++程序设计（高等院校“十二五”规划教材.数字媒体技术）,30.20,宁涛,辽宁科学技术出版社, 100%,
数据库管理与应用,22.60,郭进、徐鸿雁,西南财经大学出版社, 0%,
最新Flash中文版动画设计高级教程（1CD）,43.40,贺鹏、谢丽、倪培铭,中国青年出版社, 90%,全面剖析并融合了Flash的基础功能、核心技术以及经典案例，打造全彩教程****。 6大应用领域+12类知识主题+16个课堂练习+36类拓展项目+147道课后练习+700余种素材文件。
建筑工程图识读与绘制,64.00,游普元、李荣健,天津大学出版社, 0%,
当代商务英语实务,42.70,,四川大学出版社, 100%,
C语言上机指导与习题（第2版）,33.80,张天春、邓春伟,哈尔滨工业大学出版社, 0%,
市场营销学,35.90,,中国农业大学出版社,0%,
高校学术研究论著丛刊（艺术体育）―流行音乐发展与演唱实践研究,69.60,马恒辉,中国书籍出版社, 0%,
商品学概论（第五版）,33.10,胡东帆,东北财经大学出版社有限责任公司, 0%,
饲料安全与法规,46.60,方希修、唐现文、周庆安,中国农业大学出版社, 0%,
服装画技法（第二版）,50.40,殷薇、陈东生,东华大学出版社, 0%,
国际私法学（第二版）,58.20,丁伟,上海人民出版社, 90%,
物流统计学,28.00,蔡定萍,中国财富出版社, 100%,
检测技术（21世纪高等学校精品规划教材）,33.90,程瑛、方彦军,水利水电出版社, 100%,
机械设计――学做一体化,30.00,庞兴华,西安电子科技大学出版社, 0%,
南方现代草地畜牧业高效配套技术,31.00,四川省草原工作总站,四川大学出版社, 0%,
中国高等院校艺术设计专业教材平面构成,36.50,孙彤辉,湖北美术出版社, 90%,
污染防治基础,47.50,能子礼超,四川大学出版社, 0%,
饭店管理原理与实务,30.50,郭强、宋子斌、吴鸿,中国旅游出版社, 90%,
基础会计（黄迈）,36.00,黄迈,西安电子科技大学出版社, 100%,
建筑电工学(下册),25.20,黄民德,天津大学出版社, 100%,
Web前端项目开发实践教程,42.70,李鸿君、陈品华,武汉大学出版社, 90%,
Illustrator平面与动画设计,44.10,郑俊皇,中国科学技术出版社, 40%,本书通过商业名片的设计、贺年卡的设计、海报的设计等实例全面介绍了Adobe Illustrator的基本操作和工具，本书重点突出，脉络清楚，十分适合从事相关专业的人士使用，也可作为大专院校的动画设计相关专业的教材。
从意识到写作――关于法国作家于连・格拉克的距离问题研究,33.90,阎雪梅,对外经贸大学出版社, 0%,
数字电子技术基础教程――高等院校电子技术系列教材,22.30,周跃庆,天津大学出版社, 90%,
新视域大学英语综合教程（第三册）,33.90,魏娜,对外经贸大学出版社, 0%,
物理学：适用少学时专业,34.90,刘永胜、徐力,天津大学出版社, 100%,
新编经济法,25.90,王永昌,西南财经大学出版社, 100%,
会计学案例与实训,30.50,宫爱萍,西南财经大学出版社, 100%,
会展英语（第三版）,24.60,王芳,东北财经大学出版社有限责任公司, 0%,
创意成衣设计,41.70,刘若琳,东华大学出版社, 0%,
休闲与旅游管理概论,34.60,,西南财经大学出版社, 0%,
高校学术文库体育研究论著丛刊―新形势下网球运动文化发展剖析与全民健身攻略,50.50,刘东起,中国书籍出版社, 0%,
土木工程材料（第2版）,47.50,张志国、姚运、曾光廷,武汉大学出版社, 0%,
现代通信技术,27.20,韩宇辉、吕鑫淼,哈尔滨工业大学出版社, 100%,
大学外贸英语（第四版）,33.90,陈庆柏、王景仙,对外经贸大学出版社, 100%,
地震勘探实验指导书,22.60,许顺芳、张兵,中国地质大学出版社, 0%,
房地产销售实务（第三版）,33.10,钱伟荣、杨丽,对外经贸大学出版社, 0%,
经济法学（第2版）,24.40,佟占军,知识产权出版社, 0%,
化工原理实验（第二版）,14.60,,四川大学出版社, 0%,
计算机应用基础上机实验（win7+office2010）第2版,19.00,黄玉春,安徽大学出版社, 0%,
第三方物流,27.20,李国峰,哈尔滨工业大学出版社, 100%,
工程机械液压与液力传动,36.90,吴丽丽,云南人民出版社, 0%,书稿由云南交通职业技术学院一线教师针对工程机械液压与液力传动专业要求编写。以吴丽丽为主编的这一编写团队有着多年丰富的教学经验，编写此书时注重实操性，强调培养学生的实际动手能力。书稿从基础液压原理着手，到液力变矩器的使用注意事项及应用，符合实际教学需要。
机电一体化系统设计（第二版）,17.40,朱林,石油工业出版社, 100%,
金属切削过程仿真与参数优化,56.30,顾立志,哈尔滨工业大学出版社, 0%,
非凡手绘――室内设计手绘表达全图解高等教育“十三五”部委级规划教材,58.00,李磊,东华大学出版社, 0%,本书的编写由浅入深，学习者完全可以从易到难自己学习，在短时间内掌握手绘效果图表现的相关技法。本书由多次荣获手绘艺术设计大赛的专业手绘一线讲师撰写，在手绘授课的过程中会针对教学的具体问题提出很多改进的建议，帮助每一个学生找到正确的学习方法，在较短的时间内，快速成为设计手绘达人，就是本丛书的目标。
南海实验信息化教学案例集,46.60,南海实验学校,电子工业出版社, 0%,
圣才?邵津《国际法》（第4版）笔记和考研真题详解,29.30,圣才考研网,中国石化出版社有限公司, 100%,
新编会计基础,25.90,李洛嘉,西南财经大学出版社, 0%,
高级服装结构设计与纸样（上册）本书为作者多年经验的结晶。为服装设计与制板专业及从业人员提供了阶段性、系统性的教程。分为基础篇和提高篇两册，本册为基础篇。,66.00,海伦・约瑟夫、阿姆斯特朗、王建萍,东华大学出版社, 0%,
装饰装修设计原理・高等教育建筑装饰装修专业系列教材,43.50,许炳权,中国建材工业出版社, 100%,
集装箱运输实务,20.90,郑若函、赵东明,对外经贸大学出版社, 0%,
包晶合金定向凝固,133.90,苏彦庆,哈尔滨工业大学出版社, 90%,本书可供材料科学与工程、凝聚态物理领域的师生作为参考书，也可供从事相关研究和开发的科研人员和相关企业的工程技术人员参考。
局域网组建与维护(21世纪职业教育规划教材),19.10,何曙辉,水利水电出版社, 0%,
机械制造技术基础课程设计指导（第2版）高等学校“十三五”规划教材；“安徽省高校机械学院（系）院长（系主任）论坛”推荐用书,30.50,刘志峰、汪永明,安徽大学出版社, 0%,由安徽大学出版社出版的《机械制造技术基础课程设计指导(第2版)》一书为《机械制造技术基础》的配套教材，是结合行业的技术发展情况，基于三维建模和互联网等新媒体技术修订而成。本书内容上将体现思想性、科学性、先进性和实用性，把握行业岗位要求，突出本科院校教育特色，可作为工程应用型本科院校机械设计制造及其自动化、机械工程及自动化、工业工程、车辆工程、热能与动力工程、农业机械化工程等专业教材，也可作为从事机械制造、机械设计工作的工程技术人员的参考用书。
